Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
545,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0,0,0.02,0.27
546,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0,0,0.27,0,0.27
547,DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,0,0,0.26,0,0.26
548,Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0,0.01,0.25,0,0.26
549,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.26,0.01,0.26
550,Polarium,DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
551,Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26
552,Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0,0,0.26,0,0.26
553,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,Nintendo,0.03,0.11,0.1,0.01,0.26
554,Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0,0.02,0.02,0.26
555,NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0,0,0.25
556,Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,0,0.01,0.24,0,0.25
557,NBA Courtside 2002,GC,2002,Sports,Nintendo,0.19,0.05,0,0.01,0.25
558,Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25
559,Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25
560,DK: King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0,0,0.24
561,Densetsu no Stafi 3,GBA,2004,Platform,Nintendo,0,0,0.23,0.01,0.24
562,Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
563,Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
564,Nintendo Presents: Crossword Collection,DS,2009,Puzzle,Nintendo,0,0.21,0,0.02,0.24
565,Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo,0,0,0.23,0,0.23
566,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
567,Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo,0,0.12,0.09,0.02,0.23
568,Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,0,0,0.23,0,0.23
569,Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo,0.09,0,0.13,0.01,0.23
570,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23
571,Super R-Type,SNES,1991,Shooter,Nintendo,0,0,0.23,0,0.23
572,Tetris Attack,GB,1996,Puzzle,Nintendo,0,0,0.23,0,0.23
573,Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0,0,0.22
574,Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0,0,0.22,0,0.22
575,Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22
576,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,0.16,0.06,0,0,0.22
577,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22
578,Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0,0,0.22,0,0.22
579,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22
580,Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.2,0,0,0.02,0.21
581,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0,0.02,0.21
582,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21
583,Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo,0,0,0.21,0,0.21
584,Trade & Battle: Card Hero,GB,2000,Strategy,Nintendo,0,0,0.2,0,0.2
585,Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo,0.06,0.08,0.05,0.01,0.2
586,Ninja Gaiden 3,WiiU,2012,Action,Nintendo,0.15,0.03,0,0.02,0.19
587,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0,0.01,0.19
588,Disney Magic World 2,3DS,2015,Action,Nintendo,0,0,0.19,0,0.19
589,Active Health with Carol Vorderman,DS,2009,Sports,Nintendo,0,0.18,0,0.01,0.19
590,Sudoku Gridmaster (JP sales),DS,2006,Puzzle,Nintendo,0,0,0.19,0,0.19
591,Daigasso! Band Brothers,DS,2004,Misc,Nintendo,0,0,0.19,0,0.19
592,Face Training,DS,2007,Misc,Nintendo,0,0,0.19,0,0.19
593,Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo,0.16,0.03,0,0,0.19
594,GameBoy Wars,GB,1991,Strategy,Nintendo,0,0,0.18,0,0.18
595,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.13,0.05,0,0,0.18
596,Daigasso! Band Brothers P,3DS,2013,Misc,Nintendo,0,0,0.18,0,0.18
597,Sudoku Gridmaster,DS,2006,Puzzle,Nintendo,0.13,0.03,0,0.01,0.17
598,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.12,0.05,0,0,0.17
599,Custom Robo Arena,DS,2006,Fighting,Nintendo,0.02,0.02,0.12,0,0.17
600,Densetsu no Stafi 4,DS,2006,Platform,Nintendo,0,0,0.17,0,0.17
601,Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo,0,0,0.17,0,0.17
602,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0,0,0.17,0,0.17
603,Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,0.01,0,0.15,0,0.17
604,True Swing Golf,DS,2005,Sports,Nintendo,0.11,0,0.04,0.01,0.16
605,DS Rakubiki Jiten,DS,2005,Misc,Nintendo,0,0,0.16,0,0.16
606,Starcraft 64,N64,2000,Strategy,Nintendo,0.13,0.03,0,0,0.16
607,F-Zero: GP Legend,GBA,2003,Racing,Nintendo,0.11,0.04,0,0,0.16
608,Culdcept,3DS,2012,Misc,Nintendo,0,0,0.16,0,0.16
609,Tetris Attack,SNES,1995,Puzzle,Nintendo,0,0,0.15,0,0.15
610,Geist,GC,2005,Adventure,Nintendo,0.11,0.03,0,0,0.15
611,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,Adventure,Nintendo,0,0,0.14,0,0.14
612,Doshin the Giant,GC,2002,Simulation,Nintendo,0,0,0.14,0,0.14
613,Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0,0.05,0.01,0.14
614,Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14
615,Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.14
616,Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0,0,0.13,0,0.13
617,Sin and Punishment,N64,2000,Shooter,Nintendo,0,0,0.13,0,0.13
618,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.09,0.03,0,0,0.13
619,Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0,0,0.12,0,0.12
620,ASH: Archaic Sealed Heat,DS,2007,Role-Playing,Nintendo,0,0,0.12,0,0.12
621,Pocket Soccer League: Calciobit,3DS,2012,Sports,Nintendo,0,0,0.11,0,0.11
622,Fatal Frame: Maiden of Black Water,WiiU,2014,Action,Nintendo,0,0.03,0.08,0,0.11
623,Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0,0,0.11,0,0.11
624,Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo,0,0,0.11,0,0.11
625,Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0,0.11
626,Soma Bringer,DS,2008,Role-Playing,Nintendo,0,0,0.11,0,0.11
627,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.11,0,0.11
628,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0,0,0.11,0,0.11
629,Picross 3D 2,3DS,2015,Puzzle,Nintendo,0,0,0.11,0,0.11
630,Dynasty Warriors Advance,GBA,2005,Action,Nintendo,0.08,0.03,0,0,0.11
631,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,Role-Playing,Nintendo,0,0,0.11,0,0.11
632,Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0,0,0.1,0,0.1
633,Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,0,0,0.1,0,0.1
634,Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,0.1,0,0.1
635,L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0,0,0.1,0,0.1
636,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009,Misc,Nintendo,0,0,0.1,0,0.1
637,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.1,0,0.1
638,Famicom Mini: Mappy,GBA,2004,Platform,Nintendo,0,0,0.09,0,0.1
639,Touch Mechanic,DS,2008,Simulation,Nintendo,0.09,0,0,0.01,0.1
640,Terranigma,SNES,1995,Role-Playing,Nintendo,0,0,0.09,0,0.09
641,Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0,0,0.01,0.09
642,Pokemon Rumble World,3DS,2015,Action,Nintendo,0,0.01,0.08,0,0.09
643,Disney Art Academy,3DS,2016,Action,Nintendo,0.01,0.01,0.07,0,0.09
644,Inazuma Eleven 3,3DS,2013,Role-Playing,Nintendo,0,0.08,0,0.01,0.09
645,Kurikin: Nano Island Story,DS,2007,Role-Playing,Nintendo,0,0,0.09,0,0.09
646,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2006,Misc,Nintendo,0,0,0.09,0,0.09
647,Just Dance Wii U,WiiU,2014,Misc,Nintendo,0,0,0.09,0,0.09
648,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,0.08,0,0.08
649,Famicom Mini: Mario Bros.,GBA,2004,Platform,Nintendo,0,0,0.08,0,0.08
650,Zero: Tsukihami no Kamen,Wii,N/A,Action,Nintendo,0,0,0.08,0,0.08
651,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004,Strategy,Nintendo,0,0,0.08,0,0.08
652,Famicom Mini: Star Soldier,GBA,2004,Shooter,Nintendo,0,0,0.08,0,0.08
653,Minna no Joushiki Ryoku TV,Wii,2008,Misc,Nintendo,0,0,0.08,0,0.08
654,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0,0.03,0.04,0,0.08
655,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,Nintendo,0,0,0.07,0,0.07
656,Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.07,0,0,0,0.07
657,DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0,0,0.07,0,0.07
658,Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0,0,0.07,0,0.07
659,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0,0,0.07,0,0.07
660,Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0,0,0.07,0,0.07
661,Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,0,0,0.07,0,0.07
662,Mario Tennis,Wii,2010,Sports,Nintendo,0,0.06,0,0.01,0.07
663,Kanji Sonomama DS Rakubiki Jiten,DS,2006,Misc,Nintendo,0,0,0.07,0,0.07
664,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,0.03,0.03,0,0.06
665,Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0,0,0.06,0,0.06
666,Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0,0,0.06,0,0.06
667,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0,0,0.06,0,0.06
668,Devil's Third,WiiU,2015,Action,Nintendo,0.04,0.02,0,0.01,0.06
669,Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0,0,0.06,0,0.06
670,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0,0,0.06,0,0.06
671,Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,0,0,0.05,0,0.06
672,Culdcept Revolt,3DS,2016,Strategy,Nintendo,0,0,0.05,0,0.05
673,Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo,0,0,0.05,0,0.05
674,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,0,0,0.05,0,0.05
675,QUIZ PARTY,Wii,2012,Misc,Nintendo,0,0.05,0,0,0.05
676,Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0,0,0.05,0,0.05
677,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,2006,Misc,Nintendo,0,0,0.05,0,0.05
678,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,Nintendo,0,0,0.04,0,0.04
679,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,2009,Misc,Nintendo,0,0,0.04,0,0.04
680,Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0,0,0.04,0,0.04
681,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0,0,0.04,0,0.04
682,Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0,0,0.04,0,0.04
683,Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0,0,0.04,0,0.04
684,Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo,0,0,0.04,0,0.04
685,Electroplankton,DS,2005,Misc,Nintendo,0.01,0,0.02,0,0.03
686,Suujin Taisen,DS,2007,Strategy,Nintendo,0,0,0.03,0,0.03
687,Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0,0.03
688,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,0,0,0.03,0,0.03
689,Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo,0,0,0.03,0,0.03
690,Calcio Bit,GBA,2006,Sports,Nintendo,0,0,0.03,0,0.03
691,1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0,0.02,0,0,0.03
692,Teddy Together,3DS,2016,Simulation,Nintendo,0,0.02,0,0,0.02
693,Wii de Asobu: Metroid Prime,Wii,N/A,Shooter,Nintendo,0,0,0.02,0,0.02
694,Wii de Asobu: Metroid Prime,Wii,N/A,Shooter,Nintendo,0,0,0.02,0,0.02
695,Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo,0,0,0.02,0,0.02
696,Jet Impulse,DS,N/A,Simulation,Nintendo,0,0,0.02,0,0.02
697,Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0,0.01,0,0,0.01
698,Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,Nintendo,0,0.01,0,0,0.01
699,Slide Adventure: Mag Kid,DS,2007,Action,Nintendo,0,0,0.01,0,0.01
700,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0,0,0.01,0,0.01
701,Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0,0,0.01,0,0.01
702,Captain Rainbow,Wii,2008,Adventure,Nintendo,0,0,0.01,0,0.01
703,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015,Misc,Nintendo,0,0,0.01,0,0.01
